_id,id_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,desc_situacion_local,Nombre,desc_periodo_terraza,desc_situacion_terraza,DESC_CLASE,DESC_NOMBRE,desc_ubicacion_terraza
7,280067128,SAN BLAS-CANILLEJAS ,ROSAS               ,CALLE                   ,Abierto,SR,Estacional,Abierta,CALLE                   ,SOFIA                                             ,Acera
32,270068967,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,JURUCHA,Estacional,Abierta,CALLE                   ,AYALA                                             ,Acera
33,270403150,SALAMANCA           ,GUINDALERA          ,AVENIDA                 ,Abierto,HONTANARES,Anual,Abierta,AVENIDA                 ,AMERICA                                           ,Acera
34,270078567,SALAMANCA           ,GUINDALERA          ,CALLE                   ,Abierto,BAR MARISQUERIA LUIS,Anual,Abierta,CALLE                   ,ALONSO HEREDIA                                    ,Calle peatonal
36,40002021,SALAMANCA           ,GUINDALERA          ,CALLE                   ,Abierto,SAGAR,Estacional,Abierta,CALLE                   ,ALONSO HEREDIA                                    ,Calle peatonal
40,40002808,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,WAGABOO,Anual,Abierta,CALLE                   ,AYALA                                             ,Acera
41,270495851,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,THE JAMES JOYCE IRISH PUB,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
44,40001459,SALAMANCA           ,GUINDALERA          ,AVENIDA                 ,Abierto,HOTEL ABBA MADRID,Estacional,Abierta,AVENIDA                 ,AMERICA                                           ,Acera
50,180000457,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,PLAZA                   ,Abierto,LA PLAZA,Anual,Abierta,PLAZA                   ,JUAN DE MALASA?A                                  ,Plaza peatonal
51,270076142,SALAMANCA           ,GUINDALERA          ,CALLE                   ,Abierto,EL NUEVO RINC?N DE JA?N,Estacional,Abierta,CALLE                   ,ALCALA                                            ,Acera
52,270071068,SALAMANCA           ,GOYA                ,CALLE                   ,Abierto,VIENA CAPELLANES,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
54,280062208,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,BAR LAS TORRES,Estacional,Abierta,CALLE                   ,MONCADA                                           ,Acera
56,170000773,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto, KEBAB ARMENIA,Estacional,Abierta,CALLE                   ,VILLAJOYOSA                                       ,Acera
58,270075832,SALAMANCA           ,FUENTE DEL BERRO    ,CALLE                   ,Abierto,CAFETERIA PARISIENA,Estacional,Abierta,CALLE                   ,ALCALA                                            ,Acera
59,40001037,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,BAR-RESTAURANTE,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
60,180000598,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,CALLE                   ,Abierto,EL RINCON DEL TIO PEPE,Anual,Abierta,CALLE                   ,PE?A DE VARGAS                                    ,Acera
63,270266255,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,CALLE                   ,Abierto,BAR  SAN JULIAN,Estacional,Abierta,CALLE                   ,CONGOSTO                                          ,Acera
66,200000837,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CALLE                   ,Abierto,BAR JOSUE,Anual,Abierta,CALLE                   ,MIERES                                            ,Acera
67,280067055,SAN BLAS-CANILLEJAS ,REJAS               ,COLONIA                 ,Abierto,RESTAURANTE BAR TORRES,Anual,Abierta,COLONIA                 ,OCCIDENTE                                         ,Acera
68,270201818,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,BONGO CAFE,Estacional,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Acera
69,270380946,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,EL ARBOL Y LA TOSTA,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
72,210000683,BARAJAS             ,TIMON               ,CALLE                   ,Abierto,BURGER KING,Estacional,Abierta,AVENIDA                 ,LOGRO?O                                           ,Acera
73,280060978,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,AVENIDA                 ,Abierto,RESTAURANTE 40 & CUATRO,Anual,Abierta,CALLE                   ,ENTREPE?AS                                        ,Acera
74,270202022,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,CALLE                   ,Abierto,BAR-RESTAURANTE,Anual,Abierta,CALLE                   ,SIERRA GORDA                                      ,Calle peatonal
76,170001120,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,CERVECERIA MINERVA,Estacional,Abierta,CALLE                   ,BERROCAL                                          ,Acera
77,170000836,VILLAVERDE          ,LOS ROSALES         ,PLAZA                   ,Abierto,BAR DONDE SIEMPRE,Anual,Abierta,PLAZA                   ,CHOZAS DE CANALES                                 ,Plaza peatonal
78,170001098,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,LA PARADA ESQUINA,Estacional,Abierta,CALLE                   ,MARIA BARRIENTOS                                  ,Acera
79,270228707,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Abierto,BURGUER CAROVI,Anual,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Acera
80,170000967,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,A GAIVOTI?A II,Anual,Abierta,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,Acera
81,170000259,VILLAVERDE          ,LOS ANGELES         ,PASEO                   ,Abierto,PE?A DE FRANCIA,Anual,Abierta,PASEO                   ,TALLERES                                          ,Acera
82,270456160,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Abierto,LUCKY,Anual,Abierta,PASEO                   ,TALLERES                                          ,Acera
83,170002005,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,EL KUBO,Anual,Abierta,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,Plaza peatonal
84,270181857,VILLAVERDE          ,SAN ANDRES          ,PLAZA                   ,Abierto,BAR ASTURIAS,Anual,Abierta,PLAZA                   ,MAYOR DE VILLAVERDE                               ,Plaza peatonal
85,270379680,VILLAVERDE          ,LOS ROSALES         ,AVENIDA                 ,Abierto,LA ABUELA,Estacional,Abierta,AVENIDA                 ,OROVILLA                                          ,Acera
86,170000257,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR PEMA,Anual,Abierta,CALLE                   ,PAN Y TOROS                                       ,Acera
87,270286727,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,CASA MONICA,Anual,Abierta,CALLE                   ,PAN Y TOROS                                       ,Acera
88,180000366,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CALLE                   ,Abierto,EL JARDIN DEL BACO,Anual,Abierta,CALLE                   ,CASTRILLO DE AZA                                  ,Acera
89,270324826,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CALLE                   ,Abierto,CERVECERIA LA TOMASA,Anual,Abierta,CALLE                   ,PUENTELARRA                                       ,Acera
91,270032503,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CALLE                   ,Abierto,BAR  LA HACIENDA,Anual,Abierta,CALLE                   ,PUENTELARRA                                       ,Acera
95,270184841,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CALLE                   ,Abierto,CERVECERIA LA TORRE,Anual,Abierta,CALLE                   ,PUENTELARRA                                       ,Acera
98,270185092,VILLA DE VALLECAS   ,SANTA EUGENIA       ,CALLE                   ,Abierto,EL JARDIN DE BACO II,Anual,Abierta,CALLE                   ,FUENTESPINA                                       ,Acera
101,170000673,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Abierto,ESTUDIO VILLAVERDE ALTO, SL,Estacional,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Calle peatonal
102,270456985,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Abierto,LAS BEGONIAS,Anual,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Acera
103,170000832,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR CASA CONEL,Anual,Abierta,CALLE                   ,ANOETA                                            ,Acera
104,170001203,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,PASTELERIA PANADERIA CAFETERIA CHICO,Estacional,Abierta,CALLE                   ,CANCHAL                                           ,Acera
105,170000724,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Abierto,BAR LAS NI?AS,Anual,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Acera
106,270181482,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,BAR MEZQUITA,Anual,Abierta,CALLE                   ,GRAFITO                                           ,Acera
107,170000308,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,BAR RENATO,Estacional,Abierta,CALLE                   ,ALCOCER                                           ,Bulevar
108,270020492,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,PEREZ CAFETERIA,Anual,Abierta,CALLE                   ,BENIMAMET                                         ,Acera
109,270539656,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,100 MONTADITOS,Anual,Abierta,CALLE                   ,BERROCAL                                          ,Acera
110,270183511,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,RESTAURANTE GALLARDO,Anual,Abierta,CALLE                   ,HERMANDAD DE DONANTES DE SANGRE                   ,Acera
111,270023348,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,LA ATALAYA,Estacional,Abierta,CALLE                   ,EL HUESPED DEL SEVILLANO                          ,Acera
112,170000123,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,ALQUEZAR LA BODEGA DE COTE,Anual,Abierta,CALLE                   ,LA CANCION DEL OLVIDO                             ,Acera
113,270314735,VILLAVERDE          ,BUTARQUE            ,AVENIDA                 ,Abierto,BAR SALINAS,Anual,Abierta,AVENIDA                 ,LOS ROSALES                                       ,Otros
114,170000009,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,JOSE,Anual,Abierta,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,Acera
115,270488062,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,CAFE SAXO,Estacional,Abierta,PLAZA                   ,MAYOR DE VILLAVERDE                               ,Plaza peatonal
116,170000013,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,CERVECERIA SAN CRISTOBAL,Estacional,Abierta,CALLE                   ,ROCAFORT                                          ,Acera
117,270182385,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,EL PORTON,Anual,Abierta,CALLE                   ,SAHARA                                            ,Otros
119,270418033,VILLAVERDE          ,LOS ROSALES         ,PLAZA                   ,Abierto,DONER KEBAB PLAZA,Anual,Abierta,PLAZA                   ,CHOZAS DE CANALES                                 ,Plaza peatonal
120,270033353,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,BAR PIRATA,Anual,Abierta,CALLE                   ,ROCAFORT                                          ,Plaza peatonal
121,20000100,ARGANZUELA          ,CHOPERA             ,PASEO                   ,Abierto,CERVECERIA LA LASTRA,Anual,Abierta,PASEO                   ,DELICIAS                                          ,Acera
122,20000172,ARGANZUELA          ,PALOS DE MOGUER     ,CALLE                   ,Abierto,BAR SORIA,Anual,Abierta,CALLE                   ,ANCORA                                            ,Acera
124,20001101,ARGANZUELA          ,IMPERIAL            ,PASEO                   ,Abierto,CERVECERIA CANTALEJO RESTAURANTE,Anual,Abierta,PASEO                   ,IMPERIAL                                          ,Acera
125,270267597,ARGANZUELA          ,CHOPERA             ,CALLE                   ,Abierto,BAR ORENSE,Anual,Abierta,CALLE                   ,JAIME EL CONQUISTADOR                             ,Acera
126,20001080,ARGANZUELA          ,CHOPERA             ,CALLE                   ,Abierto,BAR EL CONQUISTADOR,Anual,Abierta,CALLE                   ,JAIME EL CONQUISTADOR                             ,Acera
127,270055919,ARGANZUELA          ,CHOPERA             ,CALLE                   ,Abierto,CAFETERIA LOA,Anual,Abierta,CALLE                   ,JAIME EL CONQUISTADOR                             ,Acera
128,200001508,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CALLE                   ,Abierto,LA SEDE D'ANDRUBEN,Anual,Abierta,CALLE                   ,VALDECANILLAS                                     ,Acera
129,270458555,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,EL RINCON DE SIXTO,,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
130,270524837,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,SIN R?TULO,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
131,270228855,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,BAR ALFIL,Estacional,Abierta,CALLE                   ,MIRASIERRA                                        ,Acera
132,270157776,USERA               ,PRADOLONGO          ,CALLE                   ,Abierto,BAR PISCIS,Anual,Abierta,CALLE                   ,DOLORES BARRANCO                                  ,Acera
135,270438751,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,LA ALEGRIA,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
136,270490968,USERA               ,ALMENDRALES         ,CALLE                   ,Abierto,BAR CLEMENTE,Estacional,Abierta,CALLE                   ,CRISTO DE LA VICTORIA                             ,Acera
137,270477281,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,CAFE BAR MARTIN,Anual,Abierta,CALLE                   ,SAN FORTUNATO                                     ,Acera
138,270309378,ARGANZUELA          ,ACACIAS             ,PASEO                   ,Abierto,CAFETERIA HINOJAR,Anual,Abierta,PASEO                   ,ACACIAS                                           ,Acera
145,285031450,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,DON GERMAN,Anual,Abierta,CALLE                   ,BERZOSA DE LOZOYA                                 ,Acera
146,20000056,ARGANZUELA          ,IMPERIAL            ,PASEO                   ,Abierto,BAR RESTAURANTE MARTIN,Anual,Abierta,PASEO                   ,IMPERIAL                                          ,Acera
147,170000809,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,RESTAURANTE PARQUE ROSALES CERVECERIA,Estacional,Abierta,CALLE                   ,ESTEFANITA                                        ,Acera
148,285021312,USERA               ,MOSCARDO            ,AVENIDA                 ,Abierto,EL BAR,Anual,Abierta,AVENIDA                 ,MANZANARES                                        ,Acera
149,270519524,MONCLOA-ARAVACA     ,ARGUELLES           ,CALLE                   ,Abierto,8 1/2 LIBROS DE CINE,Anual,Abierta,CALLE                   ,MARTIN DE LOS HEROS                               ,Acera
151,270540061,USERA               ,ALMENDRALES         ,CALLE                   ,Abierto,R?TULO NO INFORMADO,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
152,270417284,USERA               ,ALMENDRALES         ,CALLE                   ,Abierto,CAFETERIA 204,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
153,270534735,USERA               ,SAN FERMIN          ,AVENIDA                 ,Abierto,PARRILLA BONALMA,Anual,Abierta,AVENIDA                 ,LOS ROSALES                                       ,Acera
154,270217569,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,BAR,Estacional,Abierta,CALLE                   ,SAN FILIBERTO                                     ,Plaza peatonal
155,270156329,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,BAR LUZON,Anual,Abierta,CALLE                   ,DOLORES SOPE?A                                    ,Acera
156,270363433,USERA               ,ORCASUR             ,CALLE                   ,Abierto,CAFETERIA HALLEY,Estacional,Abierta,CALLE                   ,PADRE JOSE MARIA                                  ,Acera
157,270432683,USERA               ,ORCASITAS           ,PLAZA                   ,Abierto,BAR SANCHEZ,Estacional,Abierta,PLAZA                   ,MIL DELEGADOS                                     ,Plaza peatonal
159,270280806,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,VENTA CARMONA,Anual,Abierta,CALLE                   ,BOHEMIOS                                          ,Calle peatonal
160,270183220,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,CAFETERIA LUMAR,Estacional,Abierta,CALLE                   ,ESCORIAZA                                         ,Acera
161,270471784,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Cerrado,BAR RESTAURANTE MARTIN,Anual,Abierta,CALLE                   ,LA CANCION DEL OLVIDO                             ,Superficie en parcela privada
163,270191062,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,EL PILAR,Anual,Abierta,CALLE                   ,LA DOLOROSA                                       ,Otros
164,270181096,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,EL PORTON,Estacional,Abierta,CALLE                   ,DOMINGO PARRAGA                                   ,Acera
165,170000796,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR EL RINCON DEL QUIJOTE,Anual,Abierta,CALLE                   ,PAN Y TOROS                                       ,Acera
167,270250040,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,DI MADRID,Anual,Abierta,CALLE                   ,SAHARA                                            ,Otros
168,270033525,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,EL ZAGUAN,Anual,Abierta,CALLE                   ,SAHARA                                            ,Otros
171,170000283,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,LA BODEGUILLA IBERICA,Anual,Abierta,CALLE                   ,VILLAJOYOSA                                       ,Acera
172,170000006,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,BAR VIETNAM,Estacional,Abierta,CALLE                   ,GODELLA                                           ,Acera
173,270183106,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR JOSE LUIS,Anual,Abierta,CALLE                   ,VIRGEN DE LOS DESAMPARADOS                        ,Acera
175,270057250,ARGANZUELA          ,DELICIAS            ,CALLE                   ,Abierto,CAFETERIA FERROCARRIL                             ,Anual,Abierta,CALLE                   ,FERROCARRIL                                       ,Acera
177,280017278,ARGANZUELA          ,CHOPERA             ,PLAZA                   ,Abierto,RESTARAURANTE  O'PORTI?O,Anual,Abierta,PLAZA                   ,GENERAL MAROTO                                    ,Acera
179,280018318,ARGANZUELA          ,ACACIAS             ,CALLE                   ,Abierto,LA MARGHERITA,Anual,Abierta,PASEO                   ,JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ,Bulevar
181,270299459,ARGANZUELA          ,IMPERIAL            ,CALLE                   ,Abierto,RESTAURANTE LA POTA DOURO,Anual,Abierta,CALLE                   ,LINNEO                                            ,Acera
182,10003543,CENTRO              ,PALACIO             ,PLAZA                   ,Abierto,CA?AS Y TAPAS,Anual,Abierta,PLAZA                   ,HUMILLADERO                                       ,Acera
183,270373645,BARAJAS             ,CASCO H.BARAJAS     ,AVENIDA                 ,Abierto,BAR LOS GALLEGOS,Estacional,Abierta,AVENIDA                 ,LOGRO?O                                           ,Acera
184,170000258,VILLAVERDE          ,LOS ROSALES         ,PLAZA                   ,Abierto,TU BOCATA II,Estacional,Abierta,PLAZA                   ,CHOZAS DE CANALES                                 ,Plaza peatonal
186,170000611,VILLAVERDE          ,LOS ROSALES         ,AVENIDA                 ,Abierto,CAFETERIA BAR LINEA 123,Anual,Abierta,AVENIDA                 ,OROVILLA                                          ,Acera
189,270181501,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,BAR GALICIA,Estacional,Abierta,CALLE                   ,ENCARNACION DEL PINO                              ,Acera
191,270400434,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR ESTRELLA 2008,Estacional,Abierta,CALLE                   ,LA DOLOROSA                                       ,Acera
192,170000543,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,BAR UNO,Anual,Abierta,CALLE                   ,ARROYO BUENO                                      ,Acera
193,170002104,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,KEBAB ARMENIA,Estacional,Abierta,CALLE                   ,BERROCAL                                          ,Acera
194,170001122,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,CAFETERIA,Anual,Abierta,CALLE                   ,BERROCAL                                          ,Acera
197,270422013,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,CAFETERIA OBREGON,Anual,Abierta,CALLE                   ,ESCORIAZA                                         ,Calle peatonal
198,170000830,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Cerrado,EL CUERPO DEL DESEO,Anual,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Acera
199,270447268,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,EL RINCON DE LOLA,Estacional,Abierta,CALLE                   ,MONCADA                                           ,Plaza peatonal
200,170000004,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR PINILLA,Anual,Abierta,CALLE                   ,PAN Y TOROS                                       ,Otros
201,270183583,VILLAVERDE          ,LOS ANGELES         ,AVENIDA                 ,Abierto,BAR MINI PILAR,Estacional,Abierta,AVENIDA                 ,LA VERBENA DE LA PALOMA                           ,Acera
204,270182085,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,BAR EL CIGARRAL TOLEDANO,Anual,Abierta,CALLE                   ,ROCAFORT                                          ,Acera
205,270181885,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,BAR LAS MURALLAS,Estacional,Abierta,PASEO                   ,TALLERES                                          ,Acera
206,170000016,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Cerrado,BAR DULCI,Estacional,Abierta,CALLE                   ,GODELLA                                           ,Acera
207,270077611,SALAMANCA           ,GUINDALERA          ,AVENIDA                 ,Abierto,L'ANDECHA,Anual,Abierta,AVENIDA                 ,BRUSELAS                                          ,Acera
209,270322801,USERA               ,SAN FERMIN          ,CAMINO                  ,Abierto,BAR PELAEZ,Anual,Abierta,CAMINO                  ,PERALES                                           ,Acera
210,120000552,USERA               ,ORCASITAS           ,CALLE                   ,Abierto,O TOUXEIRO,Anual,Abierta,CALLE                   ,GAINZA                                            ,Plaza peatonal
211,280049553,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,BAR LUQUE,Estacional,Abierta,CALLE                   ,CARABELOS                                         ,Acera
212,280051178,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,ASAY,Estacional,Abierta,CALLE                   ,SILVINA                                           ,Calle peatonal
213,120000138,USERA               ,ZOFIO               ,AVENIDA                 ,Abierto,XALLAS,Anual,Abierta,AVENIDA                 ,RAFAELA YBARRA                                    ,Acera
214,280064620,MORATALAZ           ,MEDIA LEGUA         ,CALLE                   ,Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,CALLE                   ,CORREGIDOR DIEGO DE VALDERRABANO                  ,Acera
216,170000961,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,SIDRERIA DEL NORTE,Anual,Abierta,CALLE                   ,BERROCAL                                          ,Acera
217,270183625,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR MONICO,Estacional,Abierta,CALLE                   ,LA DOLOROSA                                       ,Acera
219,270308889,VILLAVERDE          ,LOS ANGELES         ,CALLE                   ,Abierto,BAR LOS CAMPEONES - JAEN,Estacional,Abierta,CALLE                   ,ESCORIAZA                                         ,Acera
220,270332045,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,LA POSADA DE GREEN VILLAGE,Estacional,Abierta,CALLE                   ,MARTINEZ SECO                                     ,Acera
221,290000758,VILLAVERDE          ,SAN ANDRES          ,PASEO                   ,Cerrado,MADRETIERRA,Estacional,Abierta,PASEO                   ,ALBERTO PALACIOS                                  ,Calle peatonal
222,270181310,VILLAVERDE          ,SAN ANDRES          ,CALLE                   ,Abierto,EL CASTIZO,Estacional,Abierta,CALLE                   ,ALADIERNA                                         ,Acera
223,270448230,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,CAFETERIA BAR JUANJO Y JOSE,Anual,Abierta,CALLE                   ,GODELLA                                           ,Acera
224,270547589,VILLAVERDE          ,BUTARQUE            ,CALLE                   ,Abierto,BAR RESTAURANTE VITA KR,Estacional,Abierta,CALLE                   ,BARIO                                             ,Acera
226,270401458,VILLAVERDE          ,SAN CRISTOBAL       ,CALLE                   ,Abierto,BAR CONGO,Estacional,Abierta,CALLE                   ,GODELLA                                           ,Acera
227,170000406,VILLAVERDE          ,LOS ROSALES         ,AVENIDA                 ,Abierto,DONDE LA LOLA,Anual,Abierta,AVENIDA                 ,OROVILLA                                          ,Acera
229,270540475,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,BAR OLIVA,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
230,280050244,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,TABERNA LA ANDALUZA,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
231,270416146,USERA               ,ZOFIO               ,AVENIDA                 ,Abierto,A NOXA GALICIA,Estacional,Abierta,AVENIDA                 ,CERRO DE LOS ANGELES                              ,Acera
232,280049608,USERA               ,ORCASITAS           ,CALLE                   ,Abierto,CAFETERIA JUANITO,Anual,Abierta,CALLE                   ,GRAN AVENIDA                                      ,Acera
233,285021310,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,CAMBOY,Estacional,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
234,280049571,USERA               ,ORCASITAS           ,CALLE                   ,Abierto,BAR ASADOR MERINO,Estacional,Abierta,CALLE                   ,GUETARIA                                          ,Calle peatonal
235,270156733,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,EL CHIRINGUITO,Estacional,Abierta,CALLE                   ,SAN FILIBERTO                                     ,Calle peatonal
236,280049704,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,BAR JUSTO,Estacional,Abierta,AVENIDA                 ,SAN FERMIN                                        ,Acera
237,270526564,USERA               ,ALMENDRALES         ,CALLE                   ,Abierto,BAR CAFETERIA,Anual,Abierta,CALLE                   ,SANTUARIO                                         ,Plaza peatonal
238,280049131,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,BAR EL MANCHEGO (LOCAL 2 Y 3),Anual,Abierta,CALLE                   ,AMPARO USERA                                      ,Acera
240,200001961,SAN BLAS-CANILLEJAS ,SIMANCAS            ,CALLE                   ,Abierto,TGB-THE GOOD BURGER,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
243,40003086,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,LA NI?A,Anual,Abierta,CALLE                   ,AYALA                                             ,Acera
245,40002254,SALAMANCA           ,GUINDALERA          ,CALLE                   ,Abierto,JARRITUS,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
247,270535739,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,BAR CAFETERIA KRISTIN,Estacional,Abierta,CALLE                   ,SAN MARIO                                         ,Plaza peatonal
251,270154709,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,BAR LA SELVA,Estacional,Abierta,CALLE                   ,CARABELOS                                         ,Acera
252,270261041,USERA               ,ZOFIO               ,AVENIDA                 ,Abierto,SALEM II,Estacional,Abierta,AVENIDA                 ,CERRO DE LOS ANGELES                              ,Plaza peatonal
253,270322431,USERA               ,PRADOLONGO          ,CALLE                   ,Abierto,BAR LEONES,Estacional,Abierta,CALLE                   ,CRISTO DE LA VICTORIA                             ,Acera
254,270157551,USERA               ,PRADOLONGO          ,AVENIDA                 ,Abierto,CAFETERIA CUESTA CERVECERIA,Anual,Abierta,AVENIDA                 ,RAFAELA YBARRA                                    ,Acera
255,270225619,USERA               ,MOSCARDO            ,CALLE                   ,Abierto,CAFETERIA LUMAR,Anual,Abierta,CALLE                   ,MANUEL NOYA                                       ,Acera
257,270438394,USERA               ,ORCASUR             ,CALLE                   ,Abierto,CASA ANTONIO,Estacional,Abierta,CALLE                   ,ALERCE                                            ,Acera
