_id,id_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,desc_situacion_local,Nombre,desc_periodo_terraza,desc_situacion_terraza,DESC_CLASE,DESC_NOMBRE,desc_ubicacion_terraza
2299,280011564,CENTRO              ,SOL                 ,CALLE                   ,Abierto,EL ABUELO ,Anual,Abierta,CALLE                   ,VICTORIA                                          ,Acera
2300,270222333,CENTRO              ,PALACIO             ,RONDA                   ,Cerrado,BAR EL PE?ON,Estacional,Abierta,RONDA                   ,SEGOVIA                                           ,Acera
2301,270231662,CENTRO              ,PALACIO             ,CALLE                   ,Abierto,CAFE DE LA VILLA,Estacional,Abierta,CALLE                   ,VILLA                                             ,Plaza peatonal
2304,270232790,CENTRO              ,SOL                 ,CALLE                   ,Abierto,KFC,Anual,Abierta,CALLE                   ,MONTERA                                           ,Calle peatonal
2305,270434016,CENTRO              ,CORTES              ,PLAZA                   ,Abierto,CERVECERIA ALEMANA,Anual,Abierta,PLAZA                   ,SANTA ANA                                         ,Plaza con bandas permanentes de circulaci? rodada
2306,10002848,CENTRO              ,JUSTICIA            ,PLAZA                   ,Abierto,HOTEL ROOM MATE,Anual,Abierta,PLAZA                   ,PEDRO ZEROLO                                      ,Plaza con bandas permanentes de circulaci? rodada
2308,150001164,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,DONNER KING,Estacional,Abierta,AVENIDA                 ,MARQUES DE CORBERA                                ,Acera
2309,150002692,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,BAR LA CUADRILLA,Estacional,Abierta,CALLE                   ,SAN EMILIO                                        ,Acera
2310,270166791,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,DELICIOUS KITCHEN,Estacional,Abierta,CALLE                   ,SAN EMILIO                                        ,Acera
2311,285043817,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,LOS CLUBS,Estacional,Abierta,CALLE                   ,SAN EMILIO                                        ,Acera
2312,270166808,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,SAL Y PIMIENTA,Estacional,Abierta,CALLE                   ,SAN EMILIO                                        ,Acera
2313,285003924,CENTRO              ,SOL                 ,CALLE                   ,Abierto,COCOTITO,Anual,Abierta,CALLE                   ,CADIZ                                             ,Calle peatonal
2314,10002179,CENTRO              ,SOL                 ,CALLE                   ,Abierto,MALASPINA,Anual,Abierta,CALLE                   ,CADIZ                                             ,Calle peatonal
2315,285003925,CENTRO              ,SOL                 ,CALLE                   ,Abierto,CASA MARIUS,Anual,Abierta,CALLE                   ,CADIZ                                             ,Calle peatonal
2316,10000071,CENTRO              ,SOL                 ,CALLE                   ,Abierto,LA DESCUBIERTA,Anual,Abierta,CALLE                   ,BARCELONA                                         ,Calle peatonal
2317,10001293,CENTRO              ,SOL                 ,CALLE                   ,Abierto,BAR RESTAURANTE EN BUSCA DEL TIEMPO,Anual,Abierta,CALLE                   ,BARCELONA                                         ,Calle peatonal
2318,270319739,CENTRO              ,SOL                 ,CALLE                   ,Abierto,MAJADERITOS,Anual,Abierta,CALLE                   ,CADIZ                                             ,Calle peatonal
2319,10002469,CENTRO              ,SOL                 ,CALLE                   ,Abierto,R??TULO NO INFORMADO,Anual,Abierta,CALLE                   ,BARCELONA                                         ,Acera
2321,285003921,CENTRO              ,SOL                 ,CALLE                   ,Abierto,BARCELONA OCHO,Anual,Abierta,CALLE                   ,BARCELONA                                         ,Acera
2322,10002337,CENTRO              ,SOL                 ,CALLE                   ,Abierto,STARBUCKS,Anual,Suspension temporal,CALLE                   ,ALCALA                                            ,Acera
2323,10002356,CENTRO              ,PALACIO             ,CALLE                   ,Abierto,BAR SAN BRUNO,Anual,Abierta,CALLE                   ,SAN BRUNO                                         ,Calle peatonal
2324,285043944,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,BAR,Estacional,Abierta,CALLE                   ,MARCELINO ALVAREZ                                 ,Acera
2325,270353288,CIUDAD LINEAL       ,VENTAS              ,AVENIDA                 ,Abierto,BAR RESTAURANTE PORTA LATINA,Anual,Abierta,AVENIDA                 ,MARQUES DE CORBERA                                ,Acera
2326,270282793,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,EL GALEON,Anual,Abierta,AVENIDA                 ,MARQUES DE CORBERA                                ,Acera
2327,270485517,CIUDAD LINEAL       ,VENTAS              ,AVENIDA                 ,Abierto,BAR DOS HERMANOS,Estacional,Abierta,AVENIDA                 ,MARQUES DE CORBERA                                ,Acera
2330,280071856,CIUDAD LINEAL       ,QUINTANA            ,PLAZA                   ,Abierto,PUNTO LATINO,Anual,Abierta,PLAZA                   ,REVERENCIA                                        ,Plaza peatonal
2331,270449399,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CALLE                   ,Abierto,MESON LAS PICAS,Anual,Abierta,CALLE                   ,RODRIGO DE TRIANA                                 ,Acera
2333,270167482,CIUDAD LINEAL       ,VENTAS              ,AVENIDA                 ,Abierto,BAR LOS CHARROS,Anual,Abierta,AVENIDA                 ,MARQUES DE CORBERA                                ,Acera
2334,60002521,TETUAN              ,CASTILLEJOS         ,PASEO                   ,Abierto,DEHESA DE SANTA MARIA,Anual,Abierta,CALLE                   ,POETA JOAN MARAGALL                               ,Acera
2335,270098662,TETUAN              ,BELLAS VISTAS       ,CALLE                   ,Abierto,BAR CHIC,Estacional,Abierta,CALLE                   ,JERONIMA LLORENTE                                 ,Acera
2336,10002882,CENTRO              ,UNIVERSIDAD         ,PLAZA                   ,Abierto,LA MUCCA ,Anual,Abierta,PLAZA                   ,CARLOS CAMBRONERO                                 ,Acera
2337,270528599,CENTRO              ,EMBAJADORES         ,PLAZA                   ,Abierto,BAR RESTAURANTE LA CARPA,Anual,Abierta,PLAZA                   ,TIRSO DE MOLINA                                   ,Acera
2338,270051466,CENTRO              ,SOL                 ,CALLE                   ,Abierto,LAS DESCALZAS,Anual,Abierta,CALLE                   ,POSTIGO DE SAN MARTIN                             ,Calle peatonal
2339,280007711,CENTRO              ,PALACIO             ,CARRERA                 ,Abierto,TABERNA ERRANTE,Estacional,Abierta,CARRERA                 ,SAN FRANCISCO                                     ,Acera
2340,270037687,CENTRO              ,PALACIO             ,CALLE                   ,Abierto,CAFETERIA OSMAR,Anual,Abierta,PLAZA                   ,SANTO DOMINGO                                     ,Acera
2341,280008952,CENTRO              ,EMBAJADORES         ,CALLE                   ,Abierto,CAFETERIA ALCES RESTAURANTE,Anual,Abierta,CALLE                   ,SANTA ISABEL                                      ,Acera
2342,270280420,CHAMARTIN           ,NUEVA ESPA?A        ,CALLE                   ,Abierto,RESTAURANTE EL PUCHERO SA,Anual,Abierta,CALLE                   ,PADRE DAMIAN                                      ,Acera
2343,50000844,CHAMARTIN           ,PROSPERIDAD         ,CALLE                   ,Abierto,GREENER,Anual,Abierta,CALLE                   ,PADRE CLARET                                      ,Superficie en parcela privada
2344,270477534,CHAMARTIN           ,NUEVA ESPA?A        ,CALLE                   ,Abierto,GINOS,Anual,Abierta,CALLE                   ,GENERAL LOPEZ POZAS                               ,Acera
2345,50001144,CHAMARTIN           ,HISPANOAMERICA      ,AVENIDA                 ,Abierto,LA TABERNA DE PEDRO,Anual,Abierta,AVENIDA                 ,ALBERTO ALCOCER                                   ,Acera
2348,40003061,SALAMANCA           ,GUINDALERA          ,CALLE                   ,Abierto,RESTAURANTE EL MIRADOR CAFETERIA,Anual,Abierta,CALLE                   ,OTERO                                             ,Acera
2349,270242372,SALAMANCA           ,RECOLETOS           ,PASEO                   ,Abierto,R?TULO NO INFORMADO,Estacional,Abierta,PASEO                   ,CASTELLANA                                        ,Bulevar
2350,270070458,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,EL MERCADO DE VELAZQUEZ,Anual,Abierta,CALLE                   ,VELAZQUEZ                                         ,Acera
2351,280044177,MONCLOA-ARAVACA     ,ARGUELLES           ,CALLE                   ,Abierto,TACO BELL,Anual,Abierta,CALLE                   ,PRINCESA                                          ,Acera
2364,10001786,CENTRO              ,PALACIO             ,CALLE                   ,Abierto,TORO TAPAS,Anual,Abierta,CALLE                   ,CARLOS III                                        ,Calle peatonal
2370,50000418,CHAMARTIN           ,EL VISO             ,CALLE                   ,Abierto,CEIP RAMIRO DE MAEZTU,Anual,Abierta,CALLE                   ,SERRANO                                           ,Acera
2372,270272481,SALAMANCA           ,GOYA                ,AVENIDA                 ,Abierto,CERVECERIA LA SURE?A,Anual,Abierta,AVENIDA                 ,FELIPE II                                         ,Plaza peatonal
2373,270191013,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,GENESIS,Anual,Abierta,CALLE                   ,SAHARA                                            ,Plaza peatonal
2375,270278754,TETUAN              ,CASTILLEJOS         ,CALLE                   ,Abierto,EL JAMON Y EL CHURRASCO,Estacional,Abierta,CALLE                   ,INFANTA MERCEDES                                  ,Acera
2376,280009323,CENTRO              ,CORTES              ,PLAZA                   ,Abierto,MAESTRO CHURRERO,Anual,Abierta,PLAZA                   ,JACINTO BENAVENTE                                 ,Plaza con bandas permanentes de circulaci? rodada
2377,270147649,CENTRO              ,CORTES              ,PLAZA                   ,Abierto,MAESTRO CHURERO CHOCOLATERIA,Anual,Abierta,PLAZA                   ,JACINTO BENAVENTE                                 ,Plaza con bandas permanentes de circulaci? rodada
2381,280032062,TETUAN              ,BERRUGUETE          ,CALLE                   ,Abierto,PIZZERIA CARLOS,Estacional,Abierta,CALLE                   ,OFELIA NIETO                                      ,Acera
2383,280055514,CARABANCHEL         ,COMILLAS            ,CALLE                   ,Abierto,BAR EL CORTIJO II,Estacional,Abierta,CALLE                   ,FERNANDO DIAZ DE MENDOZA                          ,Acera
2384,90000853,MONCLOA-ARAVACA     ,ARGUELLES           ,CALLE                   ,Abierto,ENKLIMA,Estacional,Abierta,CALLE                   ,FERRAZ                                            ,Acera
2385,90000837,MONCLOA-ARAVACA     ,CASA DE CAMPO       ,PASEO                   ,Abierto,FLORIDA 18,Anual,Abierta,PASEO                   ,FLORIDA                                           ,Acera
2386,270415052,CIUDAD LINEAL       ,CONCEPCION          ,AVENIDA                 ,Abierto,RESTAURANTE BAR RETORNO,Estacional,Abierta,AVENIDA                 ,DONOSTIARRA                                       ,Acera
2387,150000841,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,CALLE                   ,Abierto,CAFETERIA ORFE,Estacional,Abierta,CALLE                   ,ULISES                                            ,Acera
2388,270168982,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CALLE                   ,Abierto,MESON LA CHOZA BAR,Estacional,Abierta,CALLE                   ,LOS URQUIZA                                       ,Acera
2392,270312304,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,BAR LAS GARGOLAS,Estacional,Abierta,CALLE                   ,SAN EMILIO                                        ,Acera
2393,270243014,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,CERVECERIA LA PLAZA,Anual,Abierta,CALLE                   ,SANTA FELICIDAD                                   ,Plaza peatonal
2394,270544504,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,BAR-CAFETERIA,Estacional,Abierta,CALLE                   ,SANTA PRISCA                                      ,Calle peatonal
2395,150001167,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,CAFETERIA BAR NORTE,Estacional,Abierta,CALLE                   ,SANTA PRISCA                                      ,Calle peatonal
2399,280073500,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CALLE                   ,Abierto,SHANGO,Anual,Abierta,CALLE                   ,VILLASILOS                                        ,Acera
2400,270532541,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,BAR CAFETERIA LA CASTIZA,Anual,Abierta,CALLE                   ,VIRGEN DE LA ALEGRIA                              ,Acera
2401,280073086,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,TABERNA EL 7,Estacional,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2402,150001862,CIUDAD LINEAL       ,VENTAS              ,CALLE                   ,Abierto,PIZZERIA DON VITO,Anual,Abierta,CALLE                   ,SANTA FELICIDAD                                   ,Calle peatonal
2404,270219443,VICALVARO           ,CASCO H.VICALVARO   ,PASEO                   ,Abierto,BAR LA TABERNA DE YOLI ANTES LOS ?NGELES,Estacional,Abierta,CALLE                   ,VILLAJIMENA                                       ,Acera
2405,270439967,TETUAN              ,CUATRO CAMINOS      ,CALLE                   ,Abierto,EL SUE?O DE GONZALO,Anual,Abierta,CALLE                   ,EDGAR NEVILLE                                     ,Acera
2406,270498059,CENTRO              ,EMBAJADORES         ,CALLE                   ,Abierto,M?S CORAZ?N                                      ,Anual,Abierta,CALLE                   ,SANTA ISABEL                                      ,Acera
2408,270042083,CENTRO              ,EMBAJADORES         ,CALLE                   ,Abierto,EL GRANERO DE LAVAPIES                            ,Estacional,Abierta,CALLE                   ,ARGUMOSA                                          ,Acera
2409,270349176,VILLA DE VALLECAS   ,CASCO H.VALLECAS    ,CALLE                   ,Abierto,BAR LOS PUENTES,Anual,Abierta,CALLE                   ,SIERRA DE GUADALUPE                               ,Acera
2410,40002744,SALAMANCA           ,CASTELLANA          ,CALLE                   ,Abierto,ENSALADAS Y MAS,Anual,Abierta,CALLE                   ,MARIA DE MOLINA                                   ,Acera
2411,60002766,TETUAN              ,ALMENARA            ,CALLE                   ,Abierto,BAR,Anual,Abierta,CALLE                   ,SAN BENITO                                        ,Superficie en parcela privada
2412,150000883,CIUDAD LINEAL       ,QUINTANA            ,CALLE                   ,Abierto,SAPAMA,Anual,Abierta,CALLE                   ,JOSE DEL HIERRO                                   ,Acera
2414,285015255,FUENCARRAL-EL PARDO ,LA PAZ              ,CALLE                   ,Abierto,CERVECERIA CARLOS V,Estacional,Abierta,CALLE                   ,VILLA DE MARIN                                    ,Acera
2417,270545008,CENTRO              ,PALACIO             ,PLAZA                   ,Abierto,TABERNA LA BUHA,Anual,Abierta,PLAZA                   ,CEBADA                                            ,Acera
2418,270224383,CENTRO              ,PALACIO             ,PLAZA                   ,Abierto,BAR EL VIAJERO,Anual,Abierta,PLAZA                   ,CEBADA                                            ,Acera
2419,270033527,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,BAR EL PARQUE,Estacional,Abierta,CALLE                   ,SAHARA                                            ,Acera
2421,120000435,USERA               ,SAN FERMIN          ,CALLE                   ,Abierto,EL OBRADOR SEVERIANO,Anual,Abierta,CALLE                   ,PERIANA                                           ,Acera
2422,270287281,USERA               ,ALMENDRALES         ,CALLE                   ,Abierto,LA BRA?A,Anual,Abierta,CALLE                   ,ANTONIO LOPEZ                                     ,Acera
2424,270062764,RETIRO              ,IBIZA               ,CALLE                   ,Abierto,CERVECERIA CHUNDA                                 ,Estacional,Abierta,CALLE                   ,ALCALDE SAINZ DE BARANDA                          ,Bulevar
2425,30001415,RETIRO              ,PACIFICO            ,CALLE                   ,Abierto,POLLO Y CARBON,Estacional,Abierta,CALLE                   ,DOCTOR ESQUERDO                                   ,Acera
2426,270322568,RETIRO              ,IBIZA               ,CALLE                   ,Abierto,HELADOS SIENNA,Estacional,Abierta,CALLE                   ,NARVAEZ                                           ,Acera
2427,270449162,SALAMANCA           ,CASTELLANA          ,CALLE                   ,Abierto,CAFETER?A,Anual,Abierta,CALLE                   ,CASTELLO                                          ,Otros
2432,280018283,ARGANZUELA          ,IMPERIAL            ,PASEO                   ,Abierto,CAFE Y MAS,Anual,Abierta,PASEO                   ,JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ,Acera
2442,270322020,RETIRO              ,NI?O JESUS          ,PLAZA                   ,Abierto,IBERICO & D.O.,Estacional,Abierta,PLAZA                   ,DOCTOR LAGUNA                                     ,Plaza con bandas permanentes de circulaci? rodada
2445,270089855,CHAMARTIN           ,CIUDAD JARDIN       ,CALLE                   ,Abierto,RESTAURANTE BACO,Anual,Abierta,CALLE                   ,GUSTAVO FERNANDEZ BALBUENA                        ,Acera
2446,270363414,CHAMARTIN           ,NUEVA ESPA?A        ,CALLE                   ,Abierto,TABERNA LA GOYESCA,Anual,Abierta,CALLE                   ,GENERAL GALLEGOS                                  ,Acera
2447,280022554,CHAMARTIN           ,HISPANOAMERICA      ,CALLE                   ,Abierto,PENALTY LOUNGE BAR,Anual,Abierta,CALLE                   ,DOCTOR FLEMING                                    ,Otros
2448,285007188,CHAMARTIN           ,HISPANOAMERICA      ,CALLE                   ,Abierto,ROTULO NO INFORMADO,Anual,Abierta,CALLE                   ,PUERTO RICO                                       ,Acera
2449,280022993,CHAMARTIN           ,NUEVA ESPA?A        ,AVENIDA                 ,Abierto,ALLO PIZZA,Anual,Abierta,AVENIDA                 ,ALBERTO ALCOCER                                   ,Acera
2450,270398176,CHAMARTIN           ,NUEVA ESPA?A        ,CALLE                   ,Abierto,LA VILLANA BAR,Estacional,Abierta,CALLE                   ,PADRE DAMIAN                                      ,Acera
2451,50001539,CHAMARTIN           ,PROSPERIDAD         ,CALLE                   ,Abierto,LUMAN II,Anual,Abierta,CALLE                   ,LOPEZ DE HOYOS                                    ,Acera
2453,200001286,SAN BLAS-CANILLEJAS ,CANILLEJAS          ,CALLE                   ,Abierto,BAR HERMANOS VELASCO,Anual,Abierta,CALLE                   ,BOLTA?A                                           ,Acera
2454,285002563,CENTRO              ,EMBAJADORES         ,CALLE                   ,Abierto,BAR AUTOMATICO,Anual,Abierta,CALLE                   ,ARGUMOSA                                          ,Acera
2455,270049624,CENTRO              ,UNIVERSIDAD         ,CALLE                   ,Abierto,TABERNA LA CASTA,Estacional,Abierta,CALLE                   ,CRISTO                                            ,Calle peatonal
2459,270538787,CARABANCHEL         ,BUENAVISTA          ,CALLE                   ,Abierto,PASA Y PICA LA TABERNA,Anual,Abierta,CALLE                   ,CUEVAS DE ALTAMIRA                                ,Acera
2460,270486171,SALAMANCA           ,RECOLETOS           ,CALLE                   ,Abierto,BIOTZA  BAR-RESTAURANTE,Anual,Abierta,CALLE                   ,CLAUDIO COELLO                                    ,Acera
2461,280055778,CARABANCHEL         ,PUERTA BONITA       ,CALLE                   ,Abierto,CAFETERIA PUERTA BONITA,Anual,Abierta,CALLE                   ,GENERAL RICARDOS                                  ,Acera
2463,270349936,CHAMARTIN           ,PROSPERIDAD         ,CALLE                   ,Abierto,CERVECERIA LA RIA,Anual,Abierta,CALLE                   ,LOPEZ DE HOYOS                                    ,Acera
2466,270309538,CHAMARTIN           ,PROSPERIDAD         ,CALLE                   ,Abierto,CAFETERIA FANNY,Anual,Abierta,CALLE                   ,LOPEZ DE HOYOS                                    ,Acera
2467,285007253,CHAMARTIN           ,HISPANOAMERICA      ,CALLE                   ,Abierto,RESTAURANTE,Estacional,Abierta,CALLE                   ,VICTOR DE LA SERNA                                ,Calle peatonal
2468,285033039,VILLA DE VALLECAS   ,ENSANCHE DE VALLECAS,AVENIDA                 ,Abierto,CAF? BAR ENSANCHE 71,Anual,Abierta,AVENIDA                 ,ENSANCHE DE VALLECAS                              ,Acera
2471,270516059,RETIRO              ,PACIFICO            ,CALLE                   ,Abierto,FORKON S.L.,Anual,Abierta,CALLE                   ,TELLEZ                                            ,Plaza peatonal
2472,30001424,RETIRO              ,IBIZA               ,AVENIDA                 ,Abierto,ATLANTICO CASA DE PETISCOS,Anual,Abierta,AVENIDA                 ,MENENDEZ PELAYO                                   ,Acera
2473,280063979,MORATALAZ           ,MARROQUINA          ,CALLE                   ,Abierto,LA LUNA,Anual,Abierta,CALLE                   ,ANTONIO CUMELLA                                   ,Plaza peatonal
2485,280072827,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,LA CABA?A,Anual,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2487,270036901,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,SIN R?TULO,Anual,Abierta,CALLE                   ,VIRGEN DEL PORTILLO                               ,Acera
2488,270545141,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,SIDRERIA ASTIGARRAGA,Anual,Abierta,CALLE                   ,VIRGEN DEL PORTILLO                               ,Acera
2489,270176052,CIUDAD LINEAL       ,COSTILLARES         ,CALLE                   ,Abierto,EL NAVIO,Estacional,Abierta,CALLE                   ,CALERUEGA                                         ,Acera
2490,270547577,CIUDAD LINEAL       ,QUINTANA            ,CALLE                   ,Abierto,BAR EL PASO DOBLE,Anual,Abierta,CALLE                   ,ELFO                                              ,Calle peatonal
2492,285047080,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,LA BOTELLER?A DEL SUR,Estacional,Abierta,CALLE                   ,VIRGEN DE LA ALEGRIA                              ,Acera
2493,285004235,CENTRO              ,PALACIO             ,CALLE                   ,Baja Reunificaci?,VIPS,Anual,Abierta,CALLE                   ,GRAN VIA                                          ,Acera
2494,280016044,CENTRO              ,CORTES              ,PLAZA                   ,Abierto,ESTADO PURO,Anual,Abierta,PLAZA                   ,CANOVAS DEL CASTILLO                              ,Plaza peatonal
2495,270193503,CENTRO              ,SOL                 ,CALLE                   ,Abierto,LOS GALAYOS,Anual,Abierta,CALLE                   ,BOTONERAS                                         ,Calle peatonal
2496,10001841,CENTRO              ,SOL                 ,CALLE                   ,Abierto,CHOCOLATERIA VALOR,Anual,Abierta,CALLE                   ,POSTIGO DE SAN MARTIN                             ,Calle peatonal
2497,10002547,CENTRO              ,EMBAJADORES         ,CALLE                   ,Abierto,COMETE EL MUNDO,Anual,Abierta,CALLE                   ,MAGDALENA                                         ,Acera
2499,10001692,CENTRO              ,CORTES              ,PLAZA                   ,Abierto,STARBUCKS COFFEE,Anual,Abierta,PLAZA                   ,CANOVAS DEL CASTILLO                              ,Acera
2500,270047332,CENTRO              ,JUSTICIA            ,CALLE                   ,Abierto,PUB SAGASTA 28,Estacional,Abierta,CALLE                   ,SAGASTA                                           ,Acera
2501,270438113,CENTRO              ,SOL                 ,CALLE                   ,Abierto,LA FAROLA,Anual,Abierta,CALLE                   ,TETUAN                                            ,Calle peatonal
2502,280008167,CENTRO              ,EMBAJADORES         ,PLAZA                   ,Abierto,LA MANYULA, BAR, CAFETER?A, RACIONES,Anual,Abierta,CALLE                   ,DUQUE DE ALBA                                     ,Acera
2503,280010893,CENTRO              ,UNIVERSIDAD         ,PLAZA                   ,Abierto,M?R,Anual,Abierta,PLAZA                   ,CRISTINO MARTOS                                   ,Calle peatonal
2504,10002400,CENTRO              ,CORTES              ,PLAZA                   ,Abierto,RESTAURANTE CHINO PLAZA DEL ANGEL,Anual,Abierta,PLAZA                   ,ANGEL                                             ,Acera
2505,280009350,CENTRO              ,CORTES              ,CALLE                   ,Abierto,LA TIA CEBOLLA,Anual,Abierta,CALLE                   ,CRUZ                                              ,Acera
2506,270193028,CENTRO              ,JUSTICIA            ,CALLE                   ,Abierto,MAD MAD VEGAN,Anual,Abierta,CALLE                   ,PELAYO                                            ,Acera
2507,285002983,CENTRO              ,JUSTICIA            ,CALLE                   ,Abierto,INDALO TAPAS,Anual,Abierta,CALLE                   ,PEREZ GALDOS                                      ,Calle peatonal
2508,270437583,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,ANJO CERVECERIA,Estacional,Abierta,CALLE                   ,VIRGEN DE LA ALEGRIA                              ,Acera
2509,150000894,CIUDAD LINEAL       ,QUINTANA            ,CALLE                   ,Abierto,PELUQUERIA LOW COST,Anual,Abierta,CALLE                   ,VIRGEN DE LLUC                                    ,Acera
2510,280072760,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,ALACENA CAFETERIA CERVECERIA,Estacional,Abierta,CALLE                   ,VIRGEN DE LOURDES                                 ,Acera
2511,270173254,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,BAR ASTUR LEONES CERVECERIA,Anual,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2512,280072801,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,BAR LA VILLA DE TONY CAFE,Anual,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2513,270276112,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,CAFETERIA BAR QUEPAR,Estacional,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2514,270173247,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,CAFETERIA ISLA,Estacional,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2516,285046336,CIUDAD LINEAL       ,CONCEPCION          ,CALLE                   ,Abierto,BAR-CERVECERIA,Anual,Abierta,CALLE                   ,VIRGEN DE NURIA                                   ,Acera
2517,270363410,VICALVARO           ,VALDEBERNARDO,CALLE                   ,Abierto,BAR LA TABERNA DE CHANA VIC?LVARO,Anual,Abierta,BULEVAR                 ,INDALECIO PRIETO                                  ,Bulevar
2518,270520861,TETUAN              ,CUATRO CAMINOS      ,CALLE                   ,Abierto,100 MONTADITOS,Anual,Abierta,CALLE                   ,BRAVO MURILLO                                     ,Acera
2519,60000799,TETUAN              ,CASTILLEJOS         ,CALLE                   ,Abierto,DIDECO,Anual,Abierta,CALLE                   ,SOR ANGELA DE LA CRUZ                             ,Superficie en parcela privada
2520,270328707,CIUDAD LINEAL       ,SAN JUAN BAUTISTA   ,CALLE                   ,Abierto,BAR LA TERRAZA,Anual,Abierta,CALLE                   ,TREVIANA                                          ,Plaza peatonal
2521,280071775,CIUDAD LINEAL       ,PUEBLO NUEVO        ,CALLE                   ,Abierto,EL RINCONCITO,Anual,Abierta,CALLE                   ,ESTEBAN COLLANTES                                 ,Acera
2523,285037743,PUENTE DE VALLECAS  ,NUMANCIA            ,CALLE                   ,Abierto,BAR,Anual,Abierta,CALLE                   ,MONTSENY                                          ,Acera
2526,270532624,CENTRO              ,JUSTICIA            ,CALLE                   ,Abierto,LAS BOVEDAS DE CIBELES,Anual,Abierta,CALLE                   ,ALCALA                                            ,Acera
2528,10000876,CENTRO              ,SOL                 ,CALLE                   ,Abierto,TAPA TAPA,Anual,Abierta,CALLE                   ,ARENAL                                            ,Calle peatonal
2529,270379556,CENTRO              ,EMBAJADORES         ,CALLE                   ,Abierto,RESTAURANTE JALO,Anual,Suspension temporal,CALLE                   ,ATOCHA                                            ,Acera
2530,270536164,USERA               ,ALMENDRALES         ,CALLE                   ,Abierto,BAR BAHIA,Anual,Abierta,CALLE                   ,TOMELLOSO                                         ,Plaza peatonal
2531,270527385,USERA               ,SAN FERMIN          ,AVENIDA                 ,Abierto,BAR EL ENCIERRO,Estacional,Abierta,AVENIDA                 ,SAN FERMIN                                        ,Otros
2532,285014875,FUENCARRAL-EL PARDO ,EL PILAR            ,CALLE                   ,Abierto,BAR: EMANUELA ANA,Anual,Abierta,CALLE                   ,PONFERRADA                                        ,Superficie en parcela privada
2536,280031236,TETUAN              ,CASTILLEJOS         ,CALLE                   ,Abierto,TAPIKAS,Anual,Abierta,CALLE                   ,JOSE CASTAN TOBE?AS                               ,Acera
2537,170000797,VILLAVERDE          ,LOS ROSALES         ,CALLE                   ,Abierto,BAR EL MIRADOR DE SAN ISIDRO,Estacional,Abierta,CALLE                   ,VILLAJOYOSA                                       ,Calle peatonal
2539,270549229,ARGANZUELA          ,LEGAZPI             ,CALLE                   ,Abierto,PURE & BOWL,Anual,Abierta,CALLE                   ,EROS                                              ,Acera
2540,280066914,SAN BLAS-CANILLEJAS ,ARCOS               ,CALLE                   ,Abierto,PIZZERIA MAYOR,Anual,Abierta,CALLE                   ,SARRE                                             ,Acera
2541,270082655,SALAMANCA           ,CASTELLANA          ,CALLE                   ,Abierto,BECQUER 6 FOOD & DRINKS,Anual,Abierta,CALLE                   ,HERMANOS BECQUER                                  ,Acera
