Pais;Mes;Casos;Muertes;PIB;GastoSaludEstado;Poblacion;PorcentajeCasos;PorcentajeMuertes;PorcentajeGastoSalud
Burkina Faso;7;158;0;17933.60635;437.6267761;20321383;7.77506E-06;0;0.024402609
Burkina Faso;8;251;2;17933.60635;437.6267761;20321383;1.23515E-05;9.84185E-08;0.024402609
Burkina Faso;9;664;3;17933.60635;437.6267761;20321383;3.26749E-05;1.47628E-07;0.024402609
Burkina Faso;10;445;9;17933.60635;437.6267761;20321383;2.18981E-05;4.42883E-07;0.024402609
Burkina Faso;11;379;1;17933.60635;437.6267761;20321383;1.86503E-05;4.92092E-08;0.024402609
Burkina Faso;12;1174;3;17933.60635;437.6267761;20321383;5.77717E-05;1.47628E-07;0.024402609
Burundi;4;15;1;2649.671999;63.68004727;11530577;1.30089E-06;8.67259E-08;0.024033181
Burundi;5;27;0;2649.671999;63.68004727;11530577;2.3416E-06;0;0.024033181
Burundi;6;128;0;2649.671999;63.68004727;11530577;1.11009E-05;0;0.024033181
Burundi;7;217;0;2649.671999;63.68004727;11530577;1.88195E-05;0;0.024033181
Burundi;8;58;0;2649.671999;63.68004727;11530577;5.0301E-06;0;0.024033181
Burundi;9;61;0;2649.671999;63.68004727;11530577;5.29028E-06;0;0.024033181
Burundi;10;76;0;2649.671999;63.68004727;11530577;6.59117E-06;0;0.024033181
Burundi;11;99;0;2649.671999;63.68004727;11530577;8.58587E-06;0;0.024033181
Burundi;12;48;0;2649.671999;63.68004727;11530577;4.16284E-06;0;0.024033181
Cabo Verde;3;5;1;1703.698677;59.79320907;549936;9.09197E-06;1.81839E-06;0.035096118
Cabo Verde;4;108;0;1703.698677;59.79320907;549936;0.000196386;0;0.035096118
Cabo Verde;5;308;3;1703.698677;59.79320907;549936;0.000560065;5.45518E-06;0.035096118
Cabo Verde;6;744;8;1703.698677;59.79320907;549936;0.001352885;1.45471E-05;0.035096118
Cabo Verde;7;1208;11;1703.698677;59.79320907;549936;0.002196619;2.00023E-05;0.035096118
Cabo Verde;8;1479;17;1703.698677;59.79320907;549936;0.002689404;3.09127E-05;0.035096118
Cabo Verde;9;2048;19;1703.698677;59.79320907;549936;0.00372407;3.45495E-05;0.035096118
Cabo Verde;10;2794;36;1703.698677;59.79320907;549936;0.005080591;6.54622E-05;0.035096118
Cabo Verde;11;1832;9;1703.698677;59.79320907;549936;0.003331297;1.63655E-05;0.035096118
Cabo Verde;12;831;6;1703.698677;59.79320907;549936;0.001511085;1.09104E-05;0.035096118
Cambodia;1;1;0;25872.79801;509.1634511;16486542;6.06555E-08;0;0.019679489
Cambodia;2;0;0;25872.79801;509.1634511;16486542;0;0;0.019679489
Cambodia;3;108;0;25872.79801;509.1634511;16486542;6.5508E-06;0;0.019679489
Cambodia;4;13;0;25872.79801;509.1634511;16486542;7.88522E-07;0;0.019679489
Cambodia;5;3;0;25872.79801;509.1634511;16486542;1.81967E-07;0;0.019679489
Cambodia;6;16;0;25872.79801;509.1634511;16486542;9.70489E-07;0;0.019679489
Cambodia;7;93;0;25872.79801;509.1634511;16486542;5.64096E-06;0;0.019679489
Cambodia;8;40;0;25872.79801;509.1634511;16486542;2.42622E-06;0;0.019679489
Cambodia;9;3;0;25872.79801;509.1634511;16486542;1.81967E-07;0;0.019679489
Cambodia;10;13;0;25872.79801;509.1634511;16486542;7.88522E-07;0;0.019679489
Cambodia;11;33;0;25872.79801;509.1634511;16486542;2.00163E-06;0;0.019679489
Cambodia;12;36;0;25872.79801;509.1634511;16486542;2.1836E-06;0;0.019679489
Cameroon;3;142;2;40773.24153;109.3293698;25876387;5.48763E-06;7.72905E-08;0.0026814
Cameroon;4;1690;59;40773.24153;109.3293698;25876387;6.53105E-05;2.28007E-06;0.0026814
Cameroon;5;4072;130;40773.24153;109.3293698;25876387;0.000157364;5.02389E-06;0.0026814
Cameroon;6;6688;122;40773.24153;109.3293698;25876387;0.00025846;4.71472E-06;0.0026814
Cameroon;7;4663;74;40773.24153;109.3293698;25876387;0.000180203;2.85975E-06;0.0026814
Cameroon;8;1887;24;40773.24153;109.3293698;25876387;7.29236E-05;9.27487E-07;0.0026814
Cameroon;9;1696;7;40773.24153;109.3293698;25876387;6.55424E-05;2.70517E-07;0.0026814
Cameroon;10;955;8;40773.24153;109.3293698;25876387;3.69062E-05;3.09162E-07;0.0026814
Cameroon;11;2324;11;40773.24153;109.3293698;25876387;8.98116E-05;4.25098E-07;0.0026814
Cameroon;12;1026;6;40773.24153;109.3293698;25876387;3.965E-05;2.31872E-07;0.0026814
Canada;1;3;0;1645423.408;163972.428;37411038;8.01902E-08;0;0.099653638
Canada;2;13;0;1645423.408;163972.428;37411038;3.47491E-07;0;0.099653638
Canada;3;7408;89;1645423.408;163972.428;37411038;0.000198016;2.37898E-06;0.099653638
Canada;4;44163;2907;1645423.408;163972.428;37411038;0.00118048;7.77043E-05;0.099653638
Canada;5;38592;4077;1645423.408;163972.428;37411038;0.001031567;0.000108979;0.099653638
Canada;6;13728;1493;1645423.408;163972.428;37411038;0.000366951;3.9908E-05;0.099653638
Canada;7;11878;363;1645423.408;163972.428;37411038;0.0003175;9.70302E-06;0.099653638
Canada;8;12155;188;1645423.408;163972.428;37411038;0.000324904;5.02525E-06;0.099653638
Canada;9;29021;174;1645423.408;163972.428;37411038;0.000775734;4.65103E-06;0.099653638
Canada;10;75038;819;1645423.408;163972.428;37411038;0.002005772;2.18919E-05;0.099653638
Canada;11;138279;1922;1645423.408;163972.428;37411038;0.003696209;5.13752E-05;0.099653638
Canada;12;90465;1399;1645423.408;163972.428;37411038;0.002418137;3.73954E-05;0.099653638
Cayman Islands;3;12;1;5608.9892;26.25006945;64948;0.000184763;1.53969E-05;0.00468
Cayman Islands;4;61;0;5608.9892;26.25006945;64948;0.000939213;0;0.00468
Cayman Islands;5;68;0;5608.9892;26.25006945;64948;0.001046991;0;0.00468
Cayman Islands;6;58;0;5608.9892;26.25006945;64948;0.000893022;0;0.00468
Cayman Islands;7;4;0;5608.9892;26.25006945;64948;6.15877E-05;0;0.00468
Cayman Islands;8;2;0;5608.9892;26.25006945;64948;3.07939E-05;0;0.00468
Cayman Islands;9;6;0;5608.9892;26.25006945;64948;9.23816E-05;0;0.00468
Cayman Islands;10;29;0;5608.9892;26.25006945;64948;0.000446511;0;0.00468
Cayman Islands;11;34;1;5608.9892;26.25006945;64948;0.000523496;1.53969E-05;0.00468
Cayman Islands;12;24;0;5608.9892;26.25006945;64948;0.000369526;0;0.00468
Central African Republic;3;6;0;2326.720921;28.27804694;4745179;1.26444E-06;0;0.012153605
Central African Republic;4;44;0;2326.720921;28.27804694;4745179;9.27257E-06;0;0.012153605
Central African Republic;5;912;1;2326.720921;28.27804694;4745179;0.000192195;2.1074E-07;0.012153605
Central African Republic;6;2651;46;2326.720921;28.27804694;4745179;0.000558672;9.69405E-06;0.012153605
Central African Republic;7;992;12;2326.720921;28.27804694;4745179;0.000209054;2.52888E-06;0.012153605
Central African Republic;8;95;2;2326.720921;28.27804694;4745179;2.00203E-05;4.2148E-07;0.012153605
Central African Republic;9;125;1;2326.720921;28.27804694;4745179;2.63425E-05;2.1074E-07;0.012153605
Central African Republic;10;41;0;2326.720921;28.27804694;4745179;8.64035E-06;0;0.012153605
Central African Republic;11;47;1;2326.720921;28.27804694;4745179;9.90479E-06;2.1074E-07;0.012153605
Central African Republic;12;23;0;2326.720921;28.27804694;4745179;4.84702E-06;0;0.012153605
Chad;3;7;0;10715.39614;99.61057358;15946882;4.38957E-07;0;0.009296023
Chad;4;45;2;10715.39614;99.61057358;15946882;2.82187E-06;1.25416E-07;0.009296023
Chad;5;707;63;10715.39614;99.61057358;15946882;4.43347E-05;3.95062E-06;0.009296023
Chad;6;107;9;10715.39614;99.61057358;15946882;6.70978E-06;5.64374E-07;0.009296023
Chad;7;69;1;10715.39614;99.61057358;15946882;4.32686E-06;6.27082E-08;0.009296023
Chad;8;77;2;10715.39614;99.61057358;15946882;4.82853E-06;1.25416E-07;0.009296023
Chad;9;181;8;10715.39614;99.61057358;15946882;1.13502E-05;5.01665E-07;0.009296023
Chad;10;290;13;10715.39614;99.61057358;15946882;1.81854E-05;8.15206E-07;0.009296023
Chad;11;199;3;10715.39614;99.61057358;15946882;1.24789E-05;1.88125E-07;0.009296023
Chad;12;88;1;10715.39614;99.61057358;15946882;5.51832E-06;6.27082E-08;0.009296023
Chile;3;2449;8;252727.1937;13329.57332;18952035;0.000129221;4.22118E-07;0.052742933
Chile;4;12436;208;252727.1937;13329.57332;18952035;0.000656183;1.09751E-05;0.052742933
Chile;5;79973;781;252727.1937;13329.57332;18952035;0.004219758;4.12093E-05;0.052742933
Chile;6;181141;4578;252727.1937;13329.57332;18952035;0.009557865;0.000241557;0.052742933
Chile;7;77537;3802;252727.1937;13329.57332;18952035;0.004091223;0.000200612;0.052742933
Chile;8;56438;1867;252727.1937;13329.57332;18952035;0.002977939;9.85118E-05;0.052742933
Chile;9;51326;1481;252727.1937;13329.57332;18952035;0.002708205;7.81446E-05;0.052742933
Chile;10;47271;1433;252727.1937;13329.57332;18952035;0.002494244;7.56119E-05;0.052742933
Chile;11;41859;1198;252727.1937;13329.57332;18952035;0.002208681;6.32122E-05;0.052742933
Chile;12;21489;530;252727.1937;13329.57332;18952035;0.001133862;2.79653E-05;0.052742933
China;1;9687;213;14687673.89;456025.7967;1433783692;6.75625E-06;1.48558E-07;0.031048197
China;2;69641;2624;14687673.89;456025.7967;1433783692;4.85715E-05;1.83012E-06;0.031048197
China;3;2886;472;14687673.89;456025.7967;1433783692;2.01286E-06;3.29199E-07;0.031048197
China;4;1703;1328;14687673.89;456025.7967;1433783692;1.18777E-06;9.26221E-07;0.031048197
China;5;184;1;14687673.89;456025.7967;1433783692;1.28332E-07;6.97455E-10;0.031048197
China;6;652;3;14687673.89;456025.7967;1433783692;4.54741E-07;2.09237E-09;0.031048197
China;7;2709;18;14687673.89;456025.7967;1433783692;1.88941E-06;1.25542E-08;0.031048197
China;8;2406;63;14687673.89;456025.7967;1433783692;1.67808E-06;4.39397E-08;0.031048197
China;9;633;17;14687673.89;456025.7967;1433783692;4.41489E-07;1.18567E-08;0.031048197
China;10;771;0;14687673.89;456025.7967;1433783692;5.37738E-07;0;0.031048197
China;11;515;0;14687673.89;456025.7967;1433783692;3.59189E-07;0;0.031048197
China;12;234;0;14687673.89;456025.7967;1433783692;1.63205E-07;0;0.031048197
Colombia;3;798;14;270299.9849;15929.02216;50339443;1.58524E-05;2.78112E-07;0.058930903
Colombia;4;5413;264;270299.9849;15929.02216;50339443;0.00010753;5.2444E-06;0.058930903
Colombia;5;22025;612;270299.9849;15929.02216;50339443;0.00043753;1.21575E-05;0.058930903
Colombia;6;66807;2333;270299.9849;15929.02216;50339443;0.00132713;4.63454E-05;0.058930903
Colombia;7;190977;6587;270299.9849;15929.02216;50339443;0.003793785;0.000130852;0.058930903
Colombia;8;321918;9554;270299.9849;15929.02216;50339443;0.006394946;0.000189792;0.058930903
Colombia;9;216104;6464;270299.9849;15929.02216;50339443;0.004292936;0.000128408;0.058930903
Colombia;10;239109;5307;270299.9849;15929.02216;50339443;0.004749933;0.000105424;0.058930903
Colombia;11;245225;5449;270299.9849;15929.02216;50339443;0.004871429;0.000108245;0.058930903
Colombia;12;117398;2469;270299.9849;15929.02216;50339443;0.002332128;4.9047E-05;0.058930903
Comoros;5;106;2;1225.039231;9.469779103;850891;0.000124575;2.35048E-06;0.007730184
Comoros;6;166;5;1225.039231;9.469779103;850891;0.00019509;5.87619E-06;0.007730184
Comoros;7;106;0;1225.039231;9.469779103;850891;0.000124575;0;0.007730184
Comoros;8;45;0;1225.039231;9.469779103;850891;5.28857E-05;0;0.007730184
Comoros;9;56;0;1225.039231;9.469779103;850891;6.58134E-05;0;0.007730184
Comoros;10;58;0;1225.039231;9.469779103;850891;6.81638E-05;0;0.007730184
Comoros;11;74;0;1225.039231;9.469779103;850891;8.69677E-05;0;0.007730184
Comoros;12;17;0;1225.039231;9.469779103;850891;1.99791E-05;0;0.007730184
Congo;3;117;8;31238.64786;70.23697585;49574538.74;2.36008E-06;1.61373E-07;0.0022484
Congo;4;603;32;29600.05602;66.55276595;46085536;1.30844E-05;6.94361E-07;0.0022484
Congo;5;2833;48;29600.05602;66.55276595;46085536;6.14726E-05;1.04154E-06;0.0022484
Congo;6;4631;119;29600.05602;66.55276595;46085536;0.000100487;2.58216E-06;0.0022484
Congo;7;4202;63;29600.05602;66.55276595;46085536;9.11783E-05;1.36702E-06;0.0022484
Congo;8;1637;65;29600.05602;66.55276595;46085536;3.55209E-05;1.41042E-06;0.0022484
Congo;9;1696;25;29600.05602;66.55276595;46085536;3.68011E-05;5.4247E-07;0.0022484
Congo;10;876;38;29600.05602;66.55276595;46085536;1.90081E-05;8.24554E-07;0.0022484
Congo;11;1880;28;29600.05602;66.55276595;46085536;4.07937E-05;6.07566E-07;0.0022484
Congo;12;2086;28;29600.05602;66.55276595;46085536;4.52637E-05;6.07566E-07;0.0022484
Costa Rica;3;330;2;62158.00223;3356.693265;5047561;6.53781E-05;3.96231E-07;0.054002592
Costa Rica;4;383;4;62158.00223;3356.693265;5047561;7.58782E-05;7.92462E-07;0.054002592
Costa Rica;5;334;4;62158.00223;3356.693265;5047561;6.61706E-05;7.92462E-07;0.054002592
Costa Rica;6;2222;5;62158.00223;3356.693265;5047561;0.000440213;9.90577E-07;0.054002592
Costa Rica;7;14021;125;62158.00223;3356.693265;5047561;0.002777777;2.47644E-05;0.054002592
Costa Rica;8;22409;278;62158.00223;3356.693265;5047561;0.00443957;5.50761E-05;0.054002592
Costa Rica;9;34905;462;62158.00223;3356.693265;5047561;0.006915221;9.15294E-05;0.054002592
Costa Rica;10;34262;491;62158.00223;3356.693265;5047561;0.006787833;9.72747E-05;0.054002592
Costa Rica;11;28227;319;62158.00223;3356.693265;5047561;0.005592206;6.31988E-05;0.054002592
Costa Rica;12;13854;205;62158.00223;3356.693265;5047561;0.002744692;4.06137E-05;0.054002592
Cote d'Ivoire;3;168;1;61348.57947;722.2455601;25716554;6.53276E-06;3.88855E-08;0.011772816
Cote d'Ivoire;4;1070;13;61348.57947;722.2455601;25716554;4.16074E-05;5.05511E-07;0.011772816
Cote d'Ivoire;5;1561;19;61348.57947;722.2455601;25716554;6.07002E-05;7.38824E-07;0.011772816
Cote d'Ivoire;6;6415;33;61348.57947;722.2455601;25716554;0.00024945;1.28322E-06;0.011772816
Cote d'Ivoire;7;6764;34;61348.57947;722.2455601;25716554;0.000263021;1.32211E-06;0.011772816
Cote d'Ivoire;8;1970;15;61348.57947;722.2455601;25716554;7.66044E-05;5.83282E-07;0.011772816
Cote d'Ivoire;9;1721;5;61348.57947;722.2455601;25716554;6.69219E-05;1.94427E-07;0.011772816
Cote d'Ivoire;10;1023;4;61348.57947;722.2455601;25716554;3.97798E-05;1.55542E-07;0.011772816
Cote d'Ivoire;11;618;7;61348.57947;722.2455601;25716554;2.40312E-05;2.72198E-07;0.011772816
Cote d'Ivoire;12;370;2;61348.57947;722.2455601;25716554;1.43876E-05;7.77709E-08;0.011772816
Croatia;1;0;0;57472.01243;3780.041731;4076246;0;0;0.06577187
Croatia;2;5;0;57472.01243;3780.041731;4076246;1.22662E-06;0;0.06577187
Croatia;3;785;6;57472.01243;3780.041731;4076246;0.000192579;1.47194E-06;0.06577187
Croatia;4;1272;61;57472.01243;3780.041731;4076246;0.000312052;1.49647E-05;0.06577187
Croatia;5;184;36;57472.01243;3780.041731;4076246;4.51396E-05;8.83166E-06;0.06577187
Croatia;6;479;4;57472.01243;3780.041731;4076246;0.00011751;9.81295E-07;0.06577187
Croatia;7;2346;37;57472.01243;3780.041731;4076246;0.00057553;9.07698E-06;0.06577187
Croatia;8;5052;40;57472.01243;3780.041731;4076246;0.001239376;9.81295E-06;0.06577187
Croatia;9;6257;91;57472.01243;3780.041731;4076246;0.001534991;2.23245E-05;0.06577187
Croatia;10;30167;256;57472.01243;3780.041731;4076246;0.007400682;6.28029E-05;0.06577187
Croatia;11;80065;1181;57472.01243;3780.041731;4076246;0.019641847;0.000289727;0.06577187
Croatia;12;49274;928;57472.01243;3780.041731;4076246;0.012088083;0.00022766;0.06577187
Cuba;3;170;4;107352;11529.43304;11333484;1.49998E-05;3.52936E-07;0.1073984
Cuba;4;1297;54;107352;11529.43304;11333484;0.00011444;4.76464E-06;0.1073984
Cuba;5;558;25;107352;11529.43304;11333484;4.92346E-05;2.20585E-06;0.1073984
Cuba;6;315;3;107352;11529.43304;11333484;2.77937E-05;2.64702E-07;0.1073984
Cuba;7;257;1;107352;11529.43304;11333484;2.26762E-05;8.82341E-08;0.1073984
Cuba;8;1376;7;107352;11529.43304;11333484;0.00012141;6.17639E-07;0.1073984
Cuba;9;1558;28;107352;11529.43304;11333484;0.000137469;2.47056E-06;0.1073984
Cuba;10;1270;6;107352;11529.43304;11333484;0.000112057;5.29405E-07;0.1073984
Cuba;11;1432;6;107352;11529.43304;11333484;0.000126351;5.29405E-07;0.1073984
Cuba;12;1190;3;107352;11529.43304;11333484;0.000104999;2.64702E-07;0.1073984
Curacao;3;9;1;2496.174749;4.143650083;163423;5.50718E-05;6.11909E-06;0.00166
Curacao;4;7;0;2496.174749;4.143650083;163423;4.28336E-05;0;0.00166
Curacao;5;3;0;2496.174749;4.143650083;163423;1.83573E-05;0;0.00166
Curacao;6;5;0;2496.174749;4.143650083;163423;3.05954E-05;0;0.00166
Curacao;7;5;0;2496.174749;4.143650083;163423;3.05954E-05;0;0.00166
Curacao;8;28;0;2496.174749;4.143650083;163423;0.000171335;0;0.00166
Curacao;9;313;0;2496.174749;4.143650083;163423;0.001915275;0;0.00166
Curacao;10;574;0;2496.174749;4.143650083;163423;0.003512358;0;0.00166
Curacao;11;1420;3;2496.174749;4.143650083;163423;0.008689107;1.83573E-05;0.00166
Curacao;12;1260;7;2496.174749;4.143650083;163423;0.007710053;4.28336E-05;0.00166
Cyprus;3;230;7;25008.44889;1126.062886;875899;0.000262587;7.99179E-06;0.045027298
Cyprus;4;613;8;25008.44889;1126.062886;875899;0.000699852;9.13347E-06;0.045027298
Cyprus;5;100;2;25008.44889;1126.062886;875899;0.000114168;2.28337E-06;0.045027298
Cyprus;6;53;2;25008.44889;1126.062886;875899;6.05093E-05;2.28337E-06;0.045027298
Cyprus;7;88;0;25008.44889;1126.062886;875899;0.000100468;0;0.045027298
Cyprus;8;403;2;25008.44889;1126.062886;875899;0.000460099;2.28337E-06;0.045027298
Cyprus;9;256;1;25008.44889;1126.062886;875899;0.000292271;1.14168E-06;0.045027298
Cyprus;10;2474;3;25008.44889;1126.062886;875899;0.002824527;3.42505E-06;0.045027298
Cyprus;11;6166;23;25008.44889;1126.062886;875899;0.007039624;2.62587E-05;0.045027298
Cyprus;12;4718;30;25008.44889;1126.062886;875899;0.005386466;3.42505E-05;0.045027298
Czechia;1;0;0;245974.5587;18212.19246;10649800;0;0;0.07404096
Czechia;2;0;0;245974.5587;18212.19246;10649800;0;0;0.07404096
Czechia;3;3002;24;245974.5587;18212.19246;10649800;0.000281883;2.25356E-06;0.07404096
Czechia;4;4577;203;245974.5587;18212.19246;10649800;0.000429773;1.90614E-05;0.07404096
Czechia;5;1651;92;245974.5587;18212.19246;10649800;0.000155026;8.63866E-06;0.07404096
Czechia;6;2575;29;245974.5587;18212.19246;10649800;0.000241789;2.72306E-06;0.07404096
Czechia;7;4537;31;245974.5587;18212.19246;10649800;0.000426017;2.91085E-06;0.07404096
Czechia;8;8025;44;245974.5587;18212.19246;10649800;0.000753535;4.13153E-06;0.07404096
Czechia;9;43476;213;245974.5587;18212.19246;10649800;0.00408233;2.00004E-05;0.07404096
Czechia;10;255830;2442;245974.5587;18212.19246;10649800;0.024022047;0.0002293;0.07404096
Czechia;11;196050;5060;245974.5587;18212.19246;10649800;0.018408796;0.000475126;0.07404096
Czechia;12;61356;1471;245974.5587;18212.19246;10649800;0.005761235;0.000138125;0.07404096
Denmark;1;0;0;355222.4495;32538.46772;5806081;0;0;0.091600257
Denmark;2;2;0;355222.4495;32538.46772;5806081;3.44466E-07;0;0.091600257
Denmark;3;2575;77;355222.4495;32538.46772;5806081;0.000443501;1.3262E-05;0.091600257
Denmark;4;6431;366;355222.4495;32538.46772;5806081;0.001107632;6.30374E-05;0.091600257
Denmark;5;2625;128;355222.4495;32538.46772;5806081;0.000452112;2.20459E-05;0.091600257
Denmark;6;1118;34;355222.4495;32538.46772;5806081;0.000192557;5.85593E-06;0.091600257
Denmark;7;974;10;355222.4495;32538.46772;5806081;0.000167755;1.72233E-06;0.091600257
Denmark;8;2975;9;355222.4495;32538.46772;5806081;0.000512394;1.5501E-06;0.091600257
Denmark;9;10764;26;355222.4495;32538.46772;5806081;0.001853918;4.47806E-06;0.091600257
Denmark;10;17761;69;355222.4495;32538.46772;5806081;0.003059034;1.18841E-05;0.091600257
Denmark;11;34127;110;355222.4495;32538.46772;5806081;0.005877803;1.89457E-05;0.091600257
Denmark;12;30406;112;355222.4495;32538.46772;5806081;0.005236923;1.92901E-05;0.091600257
Djibouti;3;26;0;3181.071154;34.28597332;973557;2.67062E-05;0;0.010778122
Djibouti;4;1051;2;3181.071154;34.28597332;973557;0.001079546;2.05432E-06;0.010778122
Djibouti;5;2117;20;3181.071154;34.28597332;973557;0.0021745;2.05432E-05;0.010778122
Djibouti;6;1462;31;3181.071154;34.28597332;973557;0.00150171;3.1842E-05;0.010778122
Djibouti;7;425;5;3181.071154;34.28597332;973557;0.000436544;5.13581E-06;0.010778122
Djibouti;8;304;2;3181.071154;34.28597332;973557;0.000312257;2.05432E-06;0.010778122
Djibouti;9;31;1;3181.071154;34.28597332;973557;3.1842E-05;1.02716E-06;0.010778122
Djibouti;10;143;0;3181.071154;34.28597332;973557;0.000146884;0;0.010778122
Djibouti;11;118;0;3181.071154;34.28597332;973557;0.000121205;0;0.010778122
Djibouti;12;51;0;3181.071154;34.28597332;973557;5.23852E-05;0;0.010778122
Dominica;3;11;0;504.2148148;25.93199219;71808;0.000153186;0;0.051430445
Dominica;4;5;0;504.2148148;25.93199219;71808;6.96301E-05;0;0.051430445
Dominica;5;0;0;504.2148148;25.93199219;71808;0;0;0.051430445
Dominica;6;2;0;504.2148148;25.93199219;71808;2.7852E-05;0;0.051430445
Dominica;7;0;0;504.2148148;25.93199219;71808;0;0;0.051430445
Dominica;8;2;0;504.2148148;25.93199219;71808;2.7852E-05;0;0.051430445
Dominica;9;4;0;504.2148148;25.93199219;71808;5.57041E-05;0;0.051430445
Dominica;10;18;0;504.2148148;25.93199219;71808;0.000250668;0;0.051430445
Dominica;11;43;0;504.2148148;25.93199219;71808;0.000598819;0;0.051430445
Dominica;12;2;0;504.2148148;25.93199219;71808;2.7852E-05;0;0.051430445
Dominican Republic;1;0;0;78844.70233;2720.71959;10738957;0;0;0.034507323
Dominican Republic;2;0;0;78844.70233;2720.71959;10738957;0;0;0.034507323
Dominican Republic;3;901;42;78844.70233;2720.71959;10738957;8.39001E-05;3.91099E-06;0.034507323
Dominican Republic;4;5751;251;78844.70233;2720.71959;10738957;0.000535527;2.33728E-05;0.034507323
Dominican Republic;5;10256;205;78844.70233;2720.71959;10738957;0.000955028;1.90894E-05;0.034507323
Dominican Republic;6;14908;235;78844.70233;2720.71959;10738957;0.001388217;2.18829E-05;0.034507323
Dominican Republic;7;36099;413;78844.70233;2720.71959;10738957;0.0033615;3.84581E-05;0.034507323
Dominican Republic;8;26326;535;78844.70233;2720.71959;10738957;0.002451448;4.98186E-05;0.034507323
Dominican Republic;9;17659;420;78844.70233;2720.71959;10738957;0.001644387;3.91099E-05;0.034507323
Dominican Republic;10;14432;135;78844.70233;2720.71959;10738957;0.001343892;1.25711E-05;0.034507323
Dominican Republic;11;17141;94;78844.70233;2720.71959;10738957;0.001596151;8.75318E-06;0.034507323
Dominican Republic;12;11219;31;78844.70233;2720.71959;10738957;0.001044701;2.88669E-06;0.034507323
Ecuador;1;0;0;99291.124;4814.370334;17373657;0;0;0.048487419
Ecuador;2;0;0;99291.124;4814.370334;17373657;0;0;0.048487419
Ecuador;3;1966;62;99291.124;4814.370334;17373657;0.00011316;3.56862E-06;0.048487419
Ecuador;4;22709;821;99291.124;4814.370334;17373657;0.001307094;4.72555E-05;0.048487419
Ecuador;5;13896;2451;99291.124;4814.370334;17373657;0.000799832;0.000141076;0.048487419
Ecuador;6;17094;1168;99291.124;4814.370334;17373657;0.000983903;6.72282E-05;0.048487419
Ecuador;7;28705;1155;99291.124;4814.370334;17373657;0.001652214;6.648E-05;0.048487419
Ecuador;8;29278;898;99291.124;4814.370334;17373657;0.001685195;5.16874E-05;0.048487419
Ecuador;9;22101;4757;99291.124;4814.370334;17373657;0.001272098;0.000273805;0.048487419
Ecuador;10;31398;1320;99291.124;4814.370334;17373657;0.001807219;7.59771E-05;0.048487419
Ecuador;11;24970;791;99291.124;4814.370334;17373657;0.001437233;4.55287E-05;0.048487419
Ecuador;12;9993;452;99291.124;4814.370334;17373657;0.000575181;2.60164E-05;0.048487419
Egypt;1;0;0;365252.6513;1390.809046;100388076;0;0;0.0038078
Egypt;2;1;0;365252.6513;1390.809046;100388076;9.96134E-09;0;0.0038078
Egypt;3;608;40;365252.6513;1390.809046;100388076;6.0565E-06;3.98454E-07;0.0038078
Egypt;4;4659;340;365252.6513;1390.809046;100388076;4.64099E-05;3.38686E-06;0.0038078
Egypt;5;18181;533;365252.6513;1390.809046;100388076;0.000181107;5.3094E-06;0.0038078
Egypt;6;43305;1959;365252.6513;1390.809046;100388076;0.000431376;1.95143E-05;0.0038078
Egypt;7;27003;1902;365252.6513;1390.809046;100388076;0.000268986;1.89465E-05;0.0038078
Egypt;8;4970;625;365252.6513;1390.809046;100388076;4.95079E-05;6.22584E-06;0.0038078
Egypt;9;4352;515;365252.6513;1390.809046;100388076;4.33518E-05;5.13009E-06;0.0038078
Egypt;10;4297;344;365252.6513;1390.809046;100388076;4.28039E-05;3.4267E-06;0.0038078
Egypt;11;8165;378;365252.6513;1390.809046;100388076;8.13344E-05;3.76539E-06;0.0038078
Egypt;12;6034;284;365252.6513;1390.809046;100388076;6.01067E-05;2.82902E-06;0.0038078
El Salvador;3;32;0;24563.02;1408.515074;6453550;4.95851E-06;0;0.057342911
El Salvador;4;345;9;24563.02;1408.515074;6453550;5.34589E-05;1.39458E-06;0.057342911
El Salvador;5;2140;37;24563.02;1408.515074;6453550;0.0003316;5.73328E-06;0.057342911
El Salvador;6;3656;118;24563.02;1408.515074;6453550;0.00056651;1.82845E-05;0.057342911
El Salvador;7;10057;275;24563.02;1408.515074;6453550;0.001558367;4.26122E-05;0.057342911
El Salvador;8;9499;278;24563.02;1408.515074;6453550;0.001471903;4.30771E-05;0.057342911
El Salvador;9;3252;126;24563.02;1408.515074;6453550;0.000503909;1.95241E-05;0.057342911
El Salvador;10;4464;132;24563.02;1408.515074;6453550;0.000691712;2.04539E-05;0.057342911
El Salvador;11;4960;139;24563.02;1408.515074;6453550;0.000768569;2.15385E-05;0.057342911
El Salvador;12;3475;91;24563.02;1408.515074;6453550;0.000538463;1.41008E-05;0.057342911
Equatorial Guinea;3;14;0;10099.15807;61.57670966;1355982;1.03246E-05;0;0.006097212
Equatorial Guinea;4;301;1;10099.15807;61.57670966;1355982;0.000221979;7.37473E-07;0.006097212
Equatorial Guinea;5;991;11;10099.15807;61.57670966;1355982;0.000730836;8.1122E-06;0.006097212
Equatorial Guinea;6;695;20;10099.15807;61.57670966;1355982;0.000512544;1.47495E-05;0.006097212
Equatorial Guinea;7;1070;19;10099.15807;61.57670966;1355982;0.000789096;1.4012E-05;0.006097212
Equatorial Guinea;8;1870;32;10099.15807;61.57670966;1355982;0.001379074;2.35991E-05;0.006097212
